,gender,SeniorCitizen,Partner,Dependents,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_scaled,Charges_scaled
4734,1,0,1,0,1,1,1,2,2,1,0,1,70.5,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.6944444444444444,0.40016732056312027
4735,1,0,1,1,1,2,2,2,1,2,1,1,102.25,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.18055555555555555,0.1546503577198246
4736,0,1,0,1,1,2,2,2,1,2,1,1,78.05,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0.375,0.24425340410800833
4737,1,0,0,1,1,2,2,1,2,2,1,1,100.65,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.3055555555555555,0.27661550888529884
4738,1,0,1,1,1,1,1,1,1,1,0,1,86.1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.986111111111111,0.6954881144703439
4739,1,0,0,1,1,1,2,2,2,2,1,0,45.45,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0.3611111111111111,0.14012808677590585
4740,1,1,0,1,1,2,2,2,2,2,1,1,93.9,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.625,0.48251211631663976
4741,0,0,0,1,1,0,0,0,0,0,1,0,19.35,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.2222222222222222,0.031935148857604435
4742,1,0,0,1,1,2,2,1,2,1,1,1,106.65,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.6805555555555555,0.5941957073621048
4743,0,0,1,0,1,0,0,0,0,0,1,0,25.55,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.19444444444444442,0.04080890837756751
4744,1,1,0,1,1,1,2,2,2,2,1,1,45.05,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.2361111111111111,0.08675282714054929
4745,0,0,1,0,1,0,0,0,0,0,0,0,23.75,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1.0,0.19160512347103625
4746,1,0,1,1,1,2,2,1,2,2,0,1,94.8,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0.6805555555555555,0.5391010846988229
4747,0,0,0,1,1,0,0,0,0,0,1,0,20.55,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0.9305555555555555,0.15285021924763445
4748,0,0,0,1,0,1,2,2,2,1,1,1,31.2,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0.40277777777777773,0.10470805446572815
4749,1,0,1,0,1,2,2,2,1,2,1,0,97.0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0.18055555555555555,0.15181744749596124
4750,0,0,1,0,1,2,1,1,1,2,0,0,109.55,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1.0,0.9079679206092777
4751,1,0,1,1,1,1,2,2,1,2,1,0,50.3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.8055555555555555,0.3299965381952458
4752,1,0,1,0,1,2,2,1,1,1,0,0,90.45,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1.0,0.7554869605354259
4753,0,1,0,1,1,2,2,2,2,2,1,1,72.1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0.013888888888888888,0.0061504731133164075
4754,1,1,0,1,1,0,0,0,0,0,1,0,20.05,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.06944444444444445,0.008694899607662128
4755,0,0,0,0,1,2,1,1,1,1,0,1,116.15,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.4722222222222222,0.4532771751673206
4756,0,0,1,0,1,2,1,1,1,1,0,1,117.6,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.0,0.9566235864297253
4757,1,1,0,1,1,2,2,2,1,2,1,1,94.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.7083333333333333,0.563922224786522
4758,0,0,1,0,1,1,2,1,2,1,1,0,56.5,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.05555555555555555,0.024959612277867527
4759,1,0,0,1,1,2,2,2,2,2,1,1,85.65,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0.05555555555555555,0.036937456727440574
4760,0,1,1,1,1,2,2,2,2,2,1,1,93.55,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.3333333333333333,0.25908723747980617
4761,0,1,1,1,0,1,1,1,1,2,1,1,50.4,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.4305555555555555,0.18016385875836602
4762,1,0,0,1,1,1,2,2,1,2,1,0,54.35,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0.013888888888888888,0.004102238633741057
4763,1,1,0,1,1,1,2,2,2,2,1,0,45.1,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.013888888888888888,0.003034848834525733
4764,0,0,0,0,1,1,1,2,1,1,0,0,67.65,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0.4722222222222222,0.26777059773828754
4765,0,1,0,1,1,2,2,2,2,2,1,1,74.4,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3055555555555555,0.1931456265866605
4766,0,1,0,1,1,0,0,0,0,0,1,0,20.05,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.05555555555555555,0.008383337179783061
4767,1,0,0,1,1,2,2,1,1,2,0,1,100.9,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.0,0.8585564274174937
4768,1,0,1,1,1,0,0,0,0,0,1,0,20.25,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.1111111111111111,0.016103161781675514
4769,1,0,0,1,0,1,2,2,2,2,1,1,24.45,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0.013888888888888888,0.0006519732287099005
4770,0,0,0,1,1,2,2,2,2,2,1,1,79.7,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0.013888888888888888,0.0070274636510500805
4771,0,0,0,1,1,0,0,0,0,0,1,1,25.7,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0.013888888888888888,0.0007962150934687283
4772,0,0,0,1,1,2,2,2,2,2,1,1,90.8,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.125,0.09127048234479576
4773,1,1,1,1,1,2,2,1,2,2,1,1,100.6,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.4583333333333333,0.375196168936072
4774,1,0,1,0,1,2,2,1,1,2,1,1,105.25,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.736111111111111,0.6412993307177476
4775,1,0,0,1,1,2,2,2,2,2,1,1,86.9,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0.7916666666666666,0.5677879067620586
4776,0,0,0,1,1,2,2,2,1,2,1,1,79.2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.8333333333333333,0.547680590814678
4777,1,0,1,1,0,1,1,1,1,1,0,1,64.7,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1.0,0.5454938841449343
4778,1,1,1,1,1,2,2,1,1,2,1,1,93.5,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0.4444444444444444,0.34064158781444726
4779,1,1,0,1,1,2,2,1,2,2,1,1,99.0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.6666666666666666,0.5452977152088623
4780,0,0,1,0,1,0,0,0,0,0,1,0,19.05,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.3055555555555555,0.050225017309023776
4781,0,0,0,0,0,1,2,1,2,1,0,0,45.25,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.9027777777777777,0.336389337641357
4782,0,0,1,1,1,1,1,2,1,1,0,0,58.9,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.9027777777777777,0.4429148396030464
4783,0,0,0,1,1,0,0,0,0,0,1,0,19.8,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.013888888888888888,0.00011539349180706175
4784,0,1,1,1,1,2,2,1,2,2,1,1,100.8,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.9166666666666666,0.7698996076621278
4785,1,0,1,1,1,2,2,1,1,1,0,1,105.25,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0.986111111111111,0.8392510962381722
4786,1,0,1,1,1,2,2,2,2,2,1,1,70.4,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.2361111111111111,0.13792407108239096
4787,1,1,0,1,1,1,2,2,2,2,1,0,44.95,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.027777777777777776,0.007656358181398569
4788,1,0,1,1,1,2,1,1,2,2,1,1,96.4,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.7083333333333333,0.5645338102930995
4789,1,0,0,1,1,2,2,2,2,2,1,0,70.55,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.2777777777777778,0.17017655204246482
4790,1,0,1,1,1,2,1,1,1,2,1,1,109.6,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.986111111111111,0.9041483960304638
4791,1,0,1,0,1,2,1,1,1,2,1,1,111.3,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.9305555555555555,0.8612162474036464
4792,0,1,0,1,1,2,2,2,1,2,1,1,75.3,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.013888888888888888,0.006519732287099007
4793,1,0,1,1,1,2,2,2,2,2,1,1,75.4,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0.2222222222222222,0.13507962150934688
4794,0,1,1,1,1,2,2,2,1,1,0,0,88.8,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0.7638888888888888,0.5523309485345027
4795,0,0,1,0,1,1,1,1,1,1,1,1,75.7,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0.09722222222222221,0.06176436648972998
4796,0,0,0,0,1,1,1,1,2,2,1,1,63.95,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0.5972222222222222,0.3136683591045465
4797,0,0,0,1,1,1,2,2,2,2,1,1,55.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0.013888888888888888,0.004177244403415647
4798,0,0,1,1,0,1,2,2,2,2,1,1,25.15,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0.05555555555555555,0.009364181860143088
4799,1,1,1,1,1,2,1,1,1,1,0,1,114.5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1.0,0.9592834064158783
4800,0,1,0,1,1,2,1,1,1,1,1,0,103.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.6805555555555555,0.5939764597276713
4801,1,0,1,1,1,2,2,1,2,2,1,1,94.25,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.736111111111111,0.559560350796215
4802,0,0,1,1,0,1,1,1,1,2,1,0,50.05,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0.8333333333333333,0.33379875375028845
4803,0,1,1,1,1,2,1,1,2,2,1,1,96.55,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0.9444444444444444,0.7573390260789291
4804,1,1,0,1,1,1,2,1,1,2,0,1,79.75,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.7916666666666666,0.5099699976921301
4805,0,0,1,1,1,2,2,2,2,2,1,1,81.1,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0.09722222222222221,0.06437225940456959
4806,0,0,0,1,1,0,0,0,0,0,1,0,19.1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.013888888888888888,3.4618047542118394e-05
4807,0,0,1,0,1,1,1,1,1,2,1,0,69.45,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0.09722222222222221,0.0528790676205862
4808,1,0,0,1,1,0,0,0,0,0,0,1,24.15,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.9444444444444444,0.17078813754904223
4809,1,0,1,0,1,2,2,1,2,1,1,0,100.0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.2638888888888889,0.21576852065543506
4810,0,0,0,1,1,2,2,1,2,2,1,0,79.55,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0.027777777777777776,0.015341564735748905
4811,0,0,1,0,1,2,2,2,1,1,0,1,105.65,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.9305555555555555,0.7730325409646895
4812,1,0,1,0,1,1,1,1,2,1,1,0,60.05,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.9305555555555555,0.45871797830602357
4813,1,0,1,1,1,1,2,1,2,1,1,1,69.0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0.4861111111111111,0.2795868912993307
4814,0,0,0,0,1,2,2,1,2,1,1,1,106.6,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.9305555555555555,0.8338218324486499
4815,0,0,0,1,1,2,2,2,2,1,1,0,90.15,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0.15277777777777776,0.11183360258481423
4816,1,1,1,1,1,1,1,1,1,1,0,1,85.65,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.7777777777777777,0.5545407339026078
4817,1,0,0,1,0,1,1,2,2,2,1,0,29.35,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.1111111111111111,0.02280752365566582
4818,0,0,1,0,1,0,0,0,0,0,0,0,25.25,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.3055555555555555,0.06192014770366952
4819,1,0,1,1,1,1,2,1,1,1,0,0,84.2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.986111111111111,0.685212324024925
4820,0,0,1,0,0,1,1,1,2,2,1,0,35.05,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.6388888888888888,0.18479690745441957
4821,0,0,0,1,1,2,1,1,1,1,1,1,104.55,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.9166666666666666,0.7800888529886915
4822,1,0,0,1,1,1,2,2,2,2,1,1,49.0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0.20833333333333331,0.0842891760904685
4823,1,0,1,1,1,2,2,2,2,1,1,1,95.7,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.3472222222222222,0.26766097392107085
4824,1,0,0,1,1,0,0,0,0,0,1,0,19.8,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.4444444444444444,0.06795522732517888
4825,1,0,0,1,1,1,1,2,1,2,1,1,66.7,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0.1111111111111111,0.06464343411031619
4826,1,0,1,1,1,0,0,0,0,0,1,0,25.1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.08333333333333333,0.017562889453034847
4827,0,0,1,1,1,1,2,2,2,2,1,1,46.1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.041666666666666664,0.012849065312716363
4828,1,0,1,0,1,1,2,2,1,2,1,1,59.65,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.15277777777777776,0.0766732056312024
4829,1,0,0,0,1,2,2,1,2,2,1,1,91.0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0.20833333333333331,0.16284906531271637
4830,0,0,0,1,1,2,1,2,2,2,1,1,90.05,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0.3194444444444444,0.2482114008769906
4831,0,0,0,1,1,1,2,2,2,2,1,1,44.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.013888888888888888,0.002907915993537964
4832,1,0,1,0,0,1,1,2,1,1,1,1,40.2,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0.5138888888888888,0.17384606508192937
4833,1,0,1,0,1,1,1,1,2,1,0,0,80.65,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.9583333333333333,0.6374048003692592
4834,1,0,1,1,1,1,2,1,1,1,0,1,79.1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.986111111111111,0.6399780752365567
4835,0,0,1,0,1,1,1,1,2,2,1,0,54.65,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.1111111111111111,0.05347911377798293
4836,0,0,0,1,0,1,1,1,1,1,0,1,63.4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.08333333333333333,0.03807985229633049
4837,0,0,1,1,1,1,1,2,1,1,0,1,84.3,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.8055555555555555,0.5651511654742672
4838,0,0,1,0,1,2,2,1,1,1,1,1,89.55,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0.5416666666666666,0.39875951996307407
4839,1,1,1,1,1,2,1,1,2,2,1,1,90.0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0.3194444444444444,0.23139856912070159
4840,1,0,0,0,1,0,0,0,0,0,0,0,19.95,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.9166666666666666,0.14427648280636973
4841,1,0,1,1,1,1,1,1,1,1,0,1,83.25,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.7083333333333333,0.46972651742441723
4842,0,0,0,1,1,2,2,2,2,2,1,1,79.7,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0.09722222222222221,0.06545695822755597
4843,1,0,1,0,1,0,0,0,0,0,1,0,19.65,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.20833333333333331,0.036216247403646436
4844,1,0,0,1,1,2,2,2,1,2,1,0,80.0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0.7083333333333333,0.4873701823217171
4845,1,0,0,1,1,0,0,0,0,0,1,0,19.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.05555555555555555,0.006306254327255943
4846,0,0,0,1,1,1,2,2,2,2,1,1,50.3,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0.25,0.10321947842141703
4847,1,0,0,1,1,2,1,1,2,2,1,1,93.7,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0.6388888888888888,0.47726748211400877
4848,1,1,1,1,1,2,2,1,1,2,1,1,105.9,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.041666666666666664,0.03644703438726056
4849,1,0,0,1,1,0,0,0,0,0,0,0,25.25,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.875,0.17776367412877914
4850,1,0,1,0,1,2,2,2,1,1,0,1,96.25,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0.7222222222222222,0.5736729748442188
4851,0,0,0,1,1,1,2,2,1,1,1,1,69.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.2361111111111111,0.12568659127625204
4852,0,0,0,1,1,1,2,1,1,1,1,0,85.1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.5972222222222222,0.42043041772444034
4853,1,0,0,1,1,0,0,0,0,0,0,0,19.95,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.9583333333333333,0.15930648511423956
4854,0,0,1,0,1,1,1,1,1,1,0,0,79.7,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.9722222222222222,0.6605700438495269
4855,0,0,0,1,1,0,0,0,0,0,1,0,23.9,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0.05555555555555555,0.009081467805215786
4856,1,0,1,0,1,0,0,0,0,0,0,1,20.95,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.8333333333333333,0.14444380336948998
4857,0,0,1,1,0,1,2,2,2,2,1,1,24.45,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0.2777777777777778,0.05354258019847681
4858,1,0,1,0,1,2,2,1,1,2,1,0,95.75,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.9583333333333333,0.7491864758827602
4859,0,0,1,0,1,2,1,1,2,2,1,1,105.25,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.6666666666666666,0.57450957765982
4860,0,0,0,1,0,1,2,2,2,1,1,0,30.55,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.013888888888888888,0.0013558735287329793
4861,1,0,1,0,1,1,2,2,1,2,1,1,51.05,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.1111111111111111,0.045724671128548354
4862,1,1,0,1,1,1,2,2,2,2,1,1,45.85,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.013888888888888888,0.0031213939533810296
4863,0,0,0,1,1,0,0,0,0,0,1,0,19.55,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.013888888888888888,8.654511885529664e-05
4864,1,0,0,1,1,0,0,0,0,0,1,0,19.6,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.3055555555555555,0.046584352642510964
4865,1,1,0,1,0,1,2,1,2,2,1,1,39.0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0.2222222222222222,0.0762808677590584
4866,1,0,0,1,1,2,1,1,1,1,0,1,118.2,0,0,0,1,0,0,1,0,0,1,0,0,2,0,1.0,0.9841160858527579
4867,1,0,0,1,1,1,2,1,2,2,1,1,61.25,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0.15277777777777776,0.0820620816985922
4868,1,0,0,1,1,2,1,2,2,2,1,0,90.65,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0.05555555555555555,0.04028963766443573
4869,0,0,0,1,1,0,0,0,0,0,0,0,20.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.1111111111111111,0.014170320793907221
4870,0,1,0,1,1,1,1,1,2,1,1,0,82.45,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.75,0.499803831063928
4871,1,0,0,1,1,1,1,1,1,1,0,1,81.5,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.9583333333333333,0.6386395107315948
4872,1,1,1,1,1,2,2,2,2,2,1,1,80.4,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0.6388888888888888,0.4138472190168474
4873,0,0,1,0,1,1,2,1,2,2,1,0,50.55,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.9305555555555555,0.3938322178629125
4874,1,0,1,0,1,1,1,1,1,1,0,0,90.35,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.986111111111111,0.7277232864066466
4875,1,1,0,1,1,2,2,2,2,2,1,0,89.95,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0.2777777777777778,0.18805100392337873
4876,0,0,1,1,1,2,1,1,1,1,1,1,113.6,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.5694444444444444,0.5280579275328872
4877,1,1,0,1,0,1,2,2,1,2,1,1,41.15,1,0,1,0,1,0,0,0,0,1,0,0,2,0,0.041666666666666664,0.013085621970920839
4878,1,0,0,1,0,1,2,2,1,2,1,0,50.75,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0.20833333333333331,0.07724440341564737
4879,1,0,0,1,1,2,2,1,2,2,1,1,79.35,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0.3055555555555555,0.1975017309023771
4880,1,0,0,1,1,2,2,1,2,2,1,1,80.65,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0.25,0.16537041310870068
4881,0,0,0,1,1,2,2,2,1,2,1,0,98.3,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.125,0.10439649203784908
4882,1,0,0,1,1,2,2,1,2,2,1,0,75.5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.3611111111111111,0.23070620816985923
4883,1,1,0,1,1,2,2,1,2,1,1,0,105.75,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.986111111111111,0.8497634433417955
4884,0,0,0,1,1,0,0,0,0,0,1,0,19.05,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.2222222222222222,0.03552388645280406
4885,0,1,1,1,1,1,1,1,1,1,0,0,89.1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1.0,0.7308562197092083
4886,1,0,0,1,1,0,0,0,0,0,1,0,25.05,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0.5833333333333333,0.10743711054696516
4887,1,0,1,0,1,2,1,1,1,2,1,1,96.1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0.6527777777777778,0.50457535195015
4888,1,0,1,1,1,1,1,1,1,2,0,1,66.1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.9166666666666666,0.5088449111470112
4889,1,0,0,1,1,1,2,2,2,1,1,1,49.2,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.06944444444444445,0.022859450726978998
4890,1,0,0,1,0,1,2,2,1,2,1,1,29.65,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0.05555555555555555,0.011504731133164092
4891,0,0,1,0,1,0,0,0,0,0,1,1,19.05,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0.5833333333333333,0.0857431340872375
4892,1,0,1,1,0,1,2,1,1,1,1,1,60.8,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.9583333333333333,0.4897992153242557
4893,1,0,0,1,1,2,1,1,1,1,1,1,116.6,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.8333333333333333,0.8112970228479114
4894,0,0,0,1,1,0,0,0,0,0,1,1,19.35,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.16666666666666666,0.0231421647819063
4895,1,0,0,1,1,1,2,2,2,2,1,1,45.35,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.041666666666666664,0.014158781444726518
4896,1,0,0,1,1,2,1,1,2,1,1,1,105.4,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0.75,0.6490422340180013
4897,1,0,0,0,1,0,0,0,0,0,1,1,20.2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.08333333333333333,0.00917955227325179
4898,1,0,0,1,1,0,0,0,0,0,1,0,20.05,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.027777777777777776,0.002757904454188784
4899,1,1,0,1,1,2,1,2,2,1,0,0,93.75,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0.7916666666666666,0.6469824601892453
4900,0,0,0,1,1,0,0,0,0,0,0,1,20.6,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.875,0.14769213016385876
4901,0,0,1,0,1,2,1,1,2,2,1,1,94.3,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.5694444444444444,0.4471267020540041
4902,1,0,0,1,1,2,2,2,1,1,0,0,99.3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.3472222222222222,0.28787214401107775
4903,0,0,0,1,1,1,1,1,1,1,0,1,84.85,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.9027777777777777,0.6277867528271406
4904,0,0,0,1,1,0,0,0,0,0,0,0,20.1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.75,0.1223921070851604
4905,1,0,1,1,1,2,2,1,1,1,1,0,94.15,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.8472222222222222,0.6592487883683361
4906,1,0,1,0,1,0,0,0,0,0,1,0,19.8,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.2638888888888889,0.03758366028156013
4907,0,0,0,1,1,0,0,0,0,0,1,0,19.45,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.16666666666666666,0.0240768520655435
4908,0,0,1,0,1,0,0,0,0,0,0,1,24.65,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.25,0.05222132471728595
4909,1,0,1,0,1,2,1,1,2,1,0,0,95.1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0.9444444444444444,0.7690514654973459
4910,0,0,1,0,1,2,1,2,2,2,1,1,100.25,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.1388888888888889,0.12068428340641589
4911,1,1,1,1,1,2,2,2,2,2,1,1,94.55,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.2777777777777778,0.21703784906531273
4912,1,0,1,1,1,2,2,1,1,1,1,1,99.45,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0.5833333333333333,0.4753346411262405
